Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9
ENSG00000185442,FAM174B,16,0.22913,18,0.52915,16,0.28274,18,0.43446,17,0.40422,2,-2.6755,8,-0.7803
ENSG00000272888,LINC01578,225,-0.2478,172,-0.7370,137,-1.0202,204,-0.4027,272,0.05926,273,0.06406,452,1.12053
ENSG00000173575,CHD2,192,0.60859,93,-0.6348,82,-0.7669,124,-0.1176,146,0.14559,101,-0.4415,184,0.63279
ENSG00000182175,RGMA,123,0.99476,34,-1.2094,19,-1.9181,54,-0.3858,160,1.47370,61,-0.1848,66,-0.0651
ENSG00000185551,NR2F2,25,1.14291,19,0.76024,3,-1.9044,9,-0.5322,28,1.32860,0,-6.4961,6,-1.2783
ENSG00000140450,ARRDC4,20,-0.3377,4,-2.7155,11,-1.2511,5,-2.3985,47,1.03443,39,0.73637,48,1.33610
ENSG00000140443,IGF1R,103,1.41205,52,0.24914,45,-0.0257,29,-0.7113,42,-0.1283,46,0.02220,21,-1.3411
ENSG00000182253,SYNM,78,-0.3679,91,-0.1407,78,-0.3643,101,0.04708,159,0.80888,49,-1.0900,119,0.35692
ENSG00000168904,LRRC28,4,-1.0629,14,1.08269,9,0.15139,4,-1.0539,6,-0.3751,2,-2.0165,10,0.37225
ENSG00000068305,MEF2A,182,0.18186,181,0.19061,193,0.27597,210,0.41892,143,-0.2088,103,-0.7285,138,-0.3078
ENSG00000183060,LYSMD4,26,0.86745,14,-0.0920,10,-0.5939,17,0.14740,9,-0.8422,8,-0.8973,19,0.42140
ENSG00000183475,ASB7,11,0.34253,7,-0.4204,11,0.26142,7,-0.3955,11,0.24068,10,0.12572,9,-0.0062
ENSG00000184254,ALDH1A3,0,-6.0648,12,1.50153,9,0.70830,2,-1.3364,1,-1.8182,0,-4.6561,8,0.55049
ENSG00000154237,LRRK1,2,-1.9586,19,1.34160,24,1.50191,10,0.01136,9,-0.2119,0,-4.1160,3,-1.9037
ENSG00000131873,CHSY1,34,1.11780,18,0.01855,10,-0.7846,15,-0.2727,25,0.58512,7,-1.3221,15,-0.2361
ENSG00000131871,SELENOS,32,-0.7339,33,-0.7741,35,-0.6346,23,-1.2685,56,0.12858,64,0.33580,95,1.26207
ENSG00000131876,SNRPA1,56,-0.3563,89,0.45873,87,0.36162,55,-0.3824,57,-0.3157,57,-0.3192,69,-0.0112
ENSG00000140479,PCSK6,21,-1.4157,8,-2.9770,10,-2.4406,13,-2.0681,35,-0.6041,85,0.81937,144,2.46529
ENSG00000184277,TM2D3,118,0.20244,133,0.47363,179,0.90923,99,-0.0895,59,-0.8904,89,-0.2526,64,-0.8499
ENSG00000185418,TARSL2,78,0.44697,29,-1.1959,39,-0.6634,60,0.01391,45,-0.4353,64,0.12337,95,0.93863
ENSG00000161980,POLR3K,9,-1.0705,29,0.91556,33,1.01924,21,0.26151,14,-0.4219,7,-1.4237,10,-0.9185
ENSG00000161981,SNRNP25,63,-0.4881,134,0.90604,117,0.52883,121,0.57668,75,-0.2081,50,-0.8372,37,-1.4192
ENSG00000007384,RHBDF1,2,-1.7469,11,0.49538,7,-0.2820,5,-0.8946,22,1.62130,1,-2.5337,9,-0.0029
ENSG00000103152,MPG,26,-0.4440,56,0.99573,39,0.21003,30,-0.1814,36,0.07460,20,-0.8416,22,-0.7436
ENSG00000103148,NPRL3,17,0.08386,18,0.19672,14,-0.1689,19,0.30213,14,-0.1747,20,0.36126,12,-0.5352
ENSG00000188536,HBA2,156,-0.6265,30,-3.2417,19,-3.7081,16,-3.9563,107,-1.2076,0,-11.109,866,4.06366
ENSG00000206172,HBA1,38,-1.4946,18,-2.7588,20,-2.4047,14,-2.9656,49,-1.1103,0,-9.9525,373,4.02805
ENSG00000086506,HBQ1,7,-0.6271,17,0.97867,19,1.04368,21,1.18580,2,-2.4947,5,-1.1346,3,-2.0860
ENSG00000007392,LUC7L,47,0.47949,36,0.06712,47,0.49101,41,0.26321,16,-1.1581,28,-0.3256,31,-0.2143
ENSG00000167930,FAM234A,32,0.20661,22,-0.4438,15,-0.9498,11,-1.4490,27,-0.0564,30,0.12890,46,1.02862
ENSG00000076344,RGS11,32,0.39872,28,0.22716,20,-0.3046,19,-0.4061,13,-0.9882,28,0.18477,27,0.19237
ENSG00000242173,ARHGDIG,177,-0.0251,295,0.99921,215,0.28817,229,0.39365,132,-0.4879,142,-0.3810,68,-1.6358
ENSG00000185615,PDIA2,26,-0.0283,17,-0.7473,21,-0.3635,9,-1.6373,16,-0.7972,32,0.28788,51,1.33390
ENSG00000103126,AXIN1,34,1.26765,15,-0.1244,14,-0.1600,11,-0.6011,8,-1.0447,15,-0.0607,16,-0.0177
ENSG00000086504,MRPL28,126,0.59734,104,0.30971,124,0.56933,61,-0.5774,59,-0.6303,70,-0.3659,72,-0.3554
ENSG00000129925,TMEM8A,3,-0.9013,14,1.68080,5,-0.3403,3,-1.1295,7,0.19944,0,-3.0004,5,-0.4357
ENSG00000103202,NME4,14,-0.7941,27,0.30021,13,-0.8516,23,0.02382,40,0.92995,9,-1.4417,27,0.28811
ENSG00000242612,DECR2,15,0.22918,12,-0.0492,10,-0.3313,10,-0.4060,18,0.59651,16,0.39475,10,-0.3886
ENSG00000090565,RAB11FIP3,29,-0.0360,38,0.44646,20,-0.6468,26,-0.2448,37,0.35418,29,-0.0507,26,-0.2263
ENSG00000103326,CAPN15,17,1.32825,10,0.38783,8,0.02925,2,-1.8055,8,0.05187,3,-1.4085,6,-0.3640
ENSG00000007541,PIGQ,24,0.22633,28,0.59692,29,0.55650,16,-0.4065,27,0.43450,5,-2.1517,14,-0.6137
ENSG00000197562,RAB40C,47,-0.0749,85,1.11973,81,0.83571,29,-0.8418,38,-0.4035,41,-0.2744,18,-1.6533
ENSG00000130731,METTL26,99,-0.2617,164,0.66460,163,0.55142,107,-0.1448,79,-0.6235,112,-0.0686,82,-0.6292
ENSG00000172366,MCRIP2,7,-1.9022,46,1.13668,32,0.32056,27,0.02323,33,0.38348,4,-2.5661,20,-0.4476
ENSG00000140983,RHOT2,108,1.31372,49,-0.0357,53,0.09160,45,-0.1891,31,-0.7835,56,0.17536,31,-0.8450
ENSG00000103269,RHBDL1,33,0.41525,41,0.96689,37,0.61047,36,0.55884,12,-1.1220,16,-0.7105,6,-2.2211
ENSG00000103266,STUB1,119,-0.3622,221,0.77163,153,0.03130,164,0.14657,116,-0.4040,137,-0.1431,108,-0.5774
ENSG00000161999,JMJD8,30,0.23000,31,0.30927,17,-0.6714,16,-0.7204,30,0.20544,24,-0.1215,28,0.13140
ENSG00000127580,WDR24,7,0.22280,11,1.19329,6,0.06146,4,-0.4814,2,-1.6052,0,-4.3256,6,0.09893
ENSG00000127585,FBXL16,292,-0.2300,567,1.06208,344,0.03314,560,0.85665,330,-0.0330,177,-1.0100,98,-2.0448
ENSG00000103260,METRN,183,-0.4733,211,-0.2868,66,-2.0183,126,-1.0510,471,1.10407,275,0.17814,339,0.61998
ENSG00000103254,ANTKMT,94,0.18856,118,0.67802,127,0.70227,68,-0.3329,46,-0.9465,72,-0.2458,55,-0.7405
ENSG00000103253,HAGHL,31,-0.8073,63,0.35991,45,-0.2431,36,-0.5744,48,-0.1156,45,-0.2350,69,0.53395
ENSG00000103245,CIAO3,27,0.63505,20,0.14439,21,0.21949,16,-0.2256,16,-0.1534,9,-1.0961,18,-0.0394
ENSG00000007376,RPUSD1,9,-0.4609,24,1.36652,25,1.12252,8,-0.7555,13,0.03964,5,-1.4626,3,-2.3682
ENSG00000103227,LMF1,13,-0.9084,19,-0.3074,20,-0.2129,16,-0.5346,33,0.63657,40,0.94016,22,-0.0435
ENSG00000260807,AC009041.2,107,0.53665,57,-0.5286,45,-0.8545,34,-1.2772,55,-0.5503,114,0.63732,114,0.75987
ENSG00000005513,SOX8,77,-0.2411,33,-1.6503,15,-2.6489,33,-1.5270,81,-0.1628,195,1.33783,170,1.33741
ENSG00000103275,UBE2I,101,0.37752,98,0.38803,82,0.03640,69,-0.2344,89,0.17993,57,-0.5463,63,-0.4236
ENSG00000007516,BAIAP3,87,0.28683,91,0.41721,94,0.41299,34,-1.2047,79,0.13161,107,0.62563,38,-1.1329
ENSG00000007520,TSR3,84,0.44587,67,0.08151,55,-0.2484,59,-0.1376,68,0.09177,43,-0.6295,67,0.08697
ENSG00000090581,GNPTG,74,-0.6059,94,-0.2626,99,-0.1594,75,-0.5963,117,0.12081,129,0.27836,149,0.60846
ENSG00000059145,UNKL,4,-1.1549,14,0.72801,13,0.50560,7,-0.4242,10,0.01292,6,-0.8469,9,-0.0806
ENSG00000174109,C16orf91,53,1.02107,36,0.38156,35,0.31933,18,-0.7366,12,-1.3699,34,0.23552,19,-0.7262
ENSG00000103249,CLCN7,68,0.50876,55,0.18417,43,-0.2512,32,-0.6727,36,-0.5155,52,0.08220,54,0.13572
ENSG00000100726,TELO2,10,-0.0189,11,0.16418,10,0.07180,9,-0.2063,6,-0.7347,3,-1.6368,15,0.75474
ENSG00000007545,CRAMP1,35,1.28524,19,0.28299,11,-0.6434,18,0.17432,15,-0.0947,17,0.05430,6,-1.5103
ENSG00000206053,JPT2,7,-1.3965,0,-5.3196,2,-3.1736,2,-2.9287,8,-1.2182,44,1.48543,52,2.43758
ENSG00000138834,MAPK8IP3,206,0.58295,160,0.18444,158,0.14243,151,0.06324,81,-0.9127,155,0.10348,117,-0.3824
ENSG00000103024,NME3,131,0.58697,71,-0.4646,72,-0.3828,76,-0.2926,81,-0.2013,101,0.15951,111,0.37055
ENSG00000074071,MRPS34,75,-0.1908,106,0.42000,100,0.26866,91,0.11662,56,-0.6423,92,0.13860,68,-0.3859
ENSG00000197774,EME2,35,1.92265,13,0.16185,13,0.09323,3,-1.9925,8,-0.5785,14,0.29732,4,-1.7608
ENSG00000162032,SPSB3,34,-0.3452,53,0.40611,52,0.33252,32,-0.4402,56,0.45135,24,-0.8639,39,-0.1461
ENSG00000095906,NUBP2,26,-0.9486,47,-0.0137,34,-0.5500,31,-0.6857,47,-0.0369,84,0.95826,57,0.32677
ENSG00000063854,HAGH,132,0.33907,150,0.66439,134,0.36724,88,-0.3073,74,-0.5755,98,-0.1346,68,-0.7927
ENSG00000180185,FAHD1,36,0.67868,23,-0.0788,49,1.20799,43,0.96262,5,-2.3869,19,-0.3347,9,-1.5862
ENSG00000198736,MSRB1,13,-0.3282,10,-0.7314,10,-0.7019,15,-0.0849,30,1.08761,22,0.57314,15,-0.0258
ENSG00000140990,NDUFB10,122,-0.9015,279,0.48641,226,0.07114,231,0.10708,200,-0.1266,197,-0.1535,208,-0.0786
ENSG00000140988,RPS2,424,-0.3440,473,-0.1932,331,-0.7327,444,-0.2702,765,0.62613,567,0.12556,626,0.33424
ENSG00000255198,SNHG9,69,-0.4528,75,-0.3678,65,-0.5464,82,-0.1897,127,0.52384,91,-0.0151,122,0.55052
ENSG00000183751,TBL3,20,0.11056,19,0.07163,18,-0.0622,7,-1.4513,26,0.55018,22,0.28344,18,-0.0800
ENSG00000127554,GFER,6,-1.3021,16,0.20644,11,-0.4142,26,0.93079,16,0.11789,10,-0.5342,15,0.03739
ENSG00000127561,SYNGR3,80,-0.4593,162,0.81789,160,0.66574,163,0.70269,68,-0.7081,127,0.27623,21,-2.6130
ENSG00000167962,ZNF598,29,0.92903,15,-0.1119,20,0.27839,5,-1.6258,14,-0.2586,13,-0.3295,18,0.16809
ENSG00000065054,SLC9A3R2,65,0.73349,37,-0.2208,16,-1.4570,27,-0.6660,70,0.86547,31,-0.4870,47,0.19988
ENSG00000065057,NTHL1,15,-0.5622,24,0.24960,26,0.35627,16,-0.4019,10,-1.1231,37,0.94585,19,-0.2317
ENSG00000103197,TSC2,56,0.49224,46,0.17487,38,-0.1379,38,-0.1291,38,-0.1475,44,0.08638,34,-0.3469
ENSG00000008710,PKD1,239,1.25629,119,0.05151,142,0.33880,121,0.07645,64,-0.9329,131,0.20487,52,-1.3424
ENSG00000167964,RAB26,53,0.93517,33,0.19191,39,0.40490,69,1.42933,9,-1.7425,27,-0.1879,4,-3.0985
ENSG00000260260,SNHG19,13,-0.8244,36,0.88993,20,-0.2197,18,-0.4127,31,0.48269,15,-0.7031,19,-0.3307
ENSG00000131653,TRAF7,9,-0.6925,20,0.73368,16,0.19157,6,-1.3308,29,1.24353,3,-2.0460,11,-0.4186
ENSG00000167971,CASKIN1,51,0.14010,77,1.03195,44,-0.0720,53,0.20025,56,0.30811,39,-0.2991,11,-2.3792
ENSG00000167965,MLST8,50,0.09366,58,0.37142,58,0.33391,54,0.21190,44,-0.1319,25,-0.9617,40,-0.3112
ENSG00000184207,PGP,120,0.14524,162,0.75804,153,0.54406,123,0.18211,58,-0.9914,90,-0.3203,61,-1.0099
ENSG00000167967,E4F1,49,0.54655,37,0.08265,31,-0.2269,20,-0.8563,41,0.24248,53,0.68435,25,-0.6267
ENSG00000167969,ECI1,50,-0.0088,47,-0.1360,39,-0.4040,39,-0.4189,61,0.30027,42,-0.2720,65,0.47419
ENSG00000205937,RNPS1,208,0.66218,147,0.08598,157,0.18605,165,0.27325,101,-0.5209,133,-0.0772,101,-0.5811
ENSG00000167972,ABCA3,79,0.32002,84,0.48584,92,0.57053,50,-0.4303,57,-0.2265,70,0.10868,36,-1.0333
ENSG00000162065,TBC1D24,38,-0.3967,65,0.55159,65,0.47032,62,0.38923,53,0.14302,44,-0.1487,23,-1.2505
ENSG00000185883,ATP6V0C,902,0.48142,716,0.11184,925,0.52480,586,-0.2247,598,-0.1917,763,0.20274,431,-0.7873
ENSG00000162066,AMDHD2,27,0.56479,22,0.23748,24,0.38113,18,-0.1045,16,-0.3003,17,-0.1671,13,-0.6337
ENSG00000140992,PDPK1,78,0.56985,66,0.36209,76,0.53121,75,0.50993,26,-1.1477,28,-1.0283,39,-0.5887
ENSG00000167977,KCTD5,19,0.48186,12,-0.3505,7,-1.0378,10,-0.5943,19,0.41503,11,-0.3948,20,0.61774
ENSG00000167978,SRRM2,297,0.95083,135,-0.4087,145,-0.2441,161,-0.0772,139,-0.3185,121,-0.5317,195,0.26982
ENSG00000103363,ELOB,357,-0.7493,683,0.32971,584,0.02872,619,0.12374,554,-0.0586,493,-0.2456,597,0.07298
ENSG00000162076,FLYWCH2,18,0.12927,18,0.19699,20,0.28836,26,0.76206,10,-0.7674,7,-1.3338,16,-0.1040
ENSG00000059122,FLYWCH1,50,0.22274,59,0.57647,35,-0.3584,58,0.46551,34,-0.3963,27,-0.7828,36,-0.3469
ENSG00000162073,PAQR4,62,-0.6902,50,-1.0949,53,-0.9260,37,-1.4637,63,-0.6538,177,1.04419,184,1.38008
ENSG00000103145,HCFC1R1,75,-0.4477,134,0.57695,132,0.45952,147,0.64355,83,-0.2985,60,-0.8072,66,-0.7151
ENSG00000263072,ZNF213-AS1,11,0.49712,11,0.56266,9,0.24209,6,-0.4410,7,-0.2798,6,-0.3139,5,-0.6344
ENSG00000085644,ZNF213,2,-1.6712,7,-0.0238,3,-1.0570,6,-0.2592,8,0.17991,3,-1.1946,14,1.31678
ENSG00000006194,ZNF263,34,-0.0434,25,-0.5613,37,0.10977,26,-0.4549,35,0.00977,55,0.74992,38,0.15793
ENSG00000162086,ZNF75A,24,0.30954,15,-0.4061,24,0.30975,21,0.13666,16,-0.2950,26,0.48684,17,-0.2658
ENSG00000122390,NAA60,14,-1.4253,47,0.49931,41,0.19081,18,-1.1140,41,0.21480,19,-1.0067,50,0.60641
ENSG00000103351,CLUAP1,55,1.30856,31,0.32594,23,-0.1984,22,-0.2206,29,0.18826,11,-1.3360,15,-0.8981
ENSG00000126602,TRAP1,82,0.16877,92,0.42491,89,0.29456,67,-0.1491,79,0.10791,80,0.12729,42,-0.9805
ENSG00000005339,CREBBP,75,0.47722,50,-0.2147,43,-0.4177,71,0.39346,57,0.02786,60,0.11095,49,-0.2321
ENSG00000162104,ADCY9,19,0.20726,25,0.80876,27,0.80172,13,-0.3882,21,0.40961,6,-1.6253,7,-1.4800
ENSG00000126603,GLIS2,5,-1.1797,12,0.19329,6,-0.7362,2,-2.2467,22,1.21682,9,-0.1518,13,0.44295
ENSG00000217930,PAM16,15,-1.7137,67,0.74468,78,0.91460,34,-0.4473,41,-0.1521,19,-1.3394,44,-0.0466
ENSG00000262246,CORO7,30,0.19354,27,0.04933,25,-0.1066,17,-0.6775,24,-0.1325,19,-0.5019,34,0.49291
ENSG00000168140,VASN,14,-0.5264,24,0.31838,5,-2.0453,5,-1.9077,67,2.18995,7,-1.4938,17,-0.2833
ENSG00000103423,DNAJA3,12,-1.1123,30,0.40823,35,0.62555,35,0.60757,13,-0.9946,30,0.34602,16,-0.6656
ENSG00000153406,NMRAL1,53,-0.1838,53,-0.1958,53,-0.1870,59,-0.0114,38,-0.7060,83,0.55549,71,0.33989
ENSG00000103415,HMOX2,90,-0.1407,127,0.49517,169,0.91726,66,-0.6336,69,-0.5591,74,-0.4409,81,-0.3510
ENSG00000089486,CDIP1,165,0.24185,165,0.27869,193,0.50379,111,-0.3956,120,-0.2808,169,0.27586,97,-0.6752
ENSG00000153443,UBALD1,51,0.63253,40,0.23665,35,-0.0034,22,-0.7173,36,0.01941,25,-0.5114,33,-0.0935
ENSG00000102858,MGRN1,56,0.69515,38,0.06157,32,-0.2264,20,-0.9488,34,-0.1164,39,0.09724,37,0.00911
ENSG00000168101,NUDT16L1,49,0.28289,48,0.30023,33,-0.3515,17,-1.3556,57,0.55388,30,-0.4913,43,0.10643
ENSG00000168096,ANKS3,1,-2.5880,15,1.15950,7,-0.1449,8,-0.0939,6,-0.4242,4,-1.1293,9,0.17877
ENSG00000067836,ROGDI,183,0.19932,115,-0.6115,125,-0.4109,128,-0.3755,97,-0.8129,216,0.47431,240,0.77749
ENSG00000140632,GLYR1,72,-0.0800,85,0.20228,90,0.27429,89,0.26109,65,-0.2555,84,0.15709,57,-0.4992
ENSG00000118900,UBN1,42,1.11615,13,-0.8838,14,-0.6429,21,-0.0329,13,-0.8223,22,0.01771,28,0.52536
ENSG00000118898,PPL,3,-1.8722,25,1.91610,29,1.76732,13,0.32584,1,-3.4173,0,-6.7699,0,-7.5888
ENSG00000103184,SEC14L5,56,0.11730,11,-2.5296,12,-2.2092,19,-1.5317,30,-0.8792,112,1.30611,110,1.61053
ENSG00000103174,NAGPA,50,1.12755,33,0.49106,40,0.76089,27,0.09214,8,-1.7326,23,-0.1285,7,-1.9754
ENSG00000033011,ALG1,14,-0.4830,18,-0.0863,15,-0.3536,29,0.73009,27,0.62627,14,-0.3963,16,-0.2241
ENSG00000153446,C16orf89,9,-0.3620,11,-0.1288,5,-1.3411,7,-0.7754,34,1.82377,4,-1.6048,13,0.16708
ENSG00000078328,RBFOX1,394,0.80658,339,0.64440,548,1.41251,362,0.66037,38,-2.8215,112,-1.2159,31,-3.2688
ENSG00000067365,METTL22,1,-2.5901,13,0.47288,14,0.56295,4,-1.1828,9,-0.0792,19,1.10655,7,-0.4824
ENSG00000183044,ABAT,83,-0.7264,207,0.90823,183,0.53855,183,0.54010,119,-0.1683,59,-1.2518,73,-1.0229
ENSG00000153048,CARHSP1,29,0.03135,13,-1.2351,10,-1.5731,15,-0.9209,41,0.62711,38,0.48734,47,1.01047
ENSG00000187555,USP7,156,0.72414,104,0.05816,143,0.58166,106,0.08254,51,-1.0755,116,0.23093,64,-0.7974
ENSG00000182831,C16orf72,41,0.86419,24,-0.0694,22,-0.2065,17,-0.5978,18,-0.5252,32,0.41419,23,-0.1578
ENSG00000183454,GRIN2A,398,1.00484,269,0.38282,465,1.28975,279,0.38731,51,-2.2229,176,-0.3591,38,-2.8323
ENSG00000166669,ATF7IP2,46,0.96296,33,0.44868,34,0.42682,28,0.10279,22,-0.2699,22,-0.2409,8,-1.8863
ENSG00000213853,EMP2,30,1.10269,8,-1.1253,4,-1.9976,7,-1.1439,44,1.85539,2,-2.7238,18,0.28829
ENSG00000166676,TVP23A,6,-0.5468,11,0.41364,13,0.67785,9,0.03740,8,-0.1463,14,0.75236,3,-1.5350
ENSG00000182108,DEXI,12,-1.7269,62,1.07559,63,0.93078,23,-0.7026,37,0.03831,21,-0.8143,23,-0.7656
ENSG00000038532,CLEC16A,13,-0.3819,17,0.02272,18,0.11161,14,-0.2858,11,-0.6985,21,0.34372,21,0.35117
ENSG00000189067,LITAF,133,0.26611,14,-3.2478,16,-2.9750,37,-1.7209,127,0.19011,147,0.42530,265,1.91937
ENSG00000184602,SNN,117,-0.4169,228,0.81449,197,0.43014,170,0.18317,159,0.07246,137,-0.1682,65,-1.4403
ENSG00000153066,TXNDC11,59,1.42178,27,0.05198,23,-0.2166,17,-0.6207,23,-0.1735,34,0.46646,12,-1.3425
ENSG00000122299,ZC3H7A,41,0.60373,22,-0.4831,28,-0.0551,23,-0.3529,40,0.55310,24,-0.2797,29,0.02953
ENSG00000171490,RSL1D1,157,0.30891,110,-0.2982,135,0.06214,151,0.24566,115,-0.2014,145,0.17924,123,-0.0970
ENSG00000103342,GSPT1,112,0.34782,84,-0.1384,80,-0.1951,82,-0.1581,99,0.14497,94,0.05784,90,-0.0108
ENSG00000048471,SNX29,40,0.44591,9,-2.0256,12,-1.3833,11,-1.4842,18,-0.8288,62,1.23058,56,1.26966
ENSG00000103381,CPPED1,36,0.28181,12,-1.5690,13,-1.3438,30,-0.0387,26,-0.2439,41,0.47432,53,1.10958
ENSG00000237515,SHISA9,71,0.98360,46,0.27449,41,0.05651,38,-0.0500,36,-0.1676,60,0.69378,9,-2.3267
ENSG00000175595,ERCC4,19,0.56485,6,-1.2282,10,-0.4038,16,0.23360,26,1.10025,6,-1.1959,16,0.28104
ENSG00000186260,MRTFB,154,0.52439,145,0.49508,213,1.09176,157,0.55324,50,-1.2508,95,-0.2745,26,-2.3927
ENSG00000262454,MIR193BHG,21,0.60342,12,-0.3031,8,-0.8928,46,2.08721,12,-0.3209,0,-4.2204,9,-0.7552
ENSG00000140694,PARN,22,-0.2212,19,-0.5012,27,0.07767,29,0.17782,33,0.38928,22,-0.2438,30,0.28792
ENSG00000103429,BFAR,12,-0.9827,35,0.78594,33,0.53973,20,-0.2319,26,0.18357,11,-1.2086,19,-0.3331
ENSG00000103512,NOMO1,43,0.22450,45,0.35225,57,0.70506,34,-0.1248,12,-1.7482,34,-0.1254,32,-0.2427
ENSG00000183426,NPIPA1,19,-0.0735,29,0.72953,34,0.87151,18,-0.1723,5,-1.9708,14,-0.5622,16,-0.4054
ENSG00000179889,PDXDC1,39,0.20094,36,0.09906,35,0.01830,34,-0.0257,28,-0.3390,43,0.34420,30,-0.2711
ENSG00000157045,NTAN1,20,-0.0647,37,1.13950,20,-0.0560,25,0.26430,19,-0.1838,10,-1.1110,11,-1.1331
ENSG00000085721,RRN3,31,0.12196,25,-0.2158,18,-0.6990,21,-0.5152,33,0.24539,42,0.64662,31,0.13008
ENSG00000156968,MPV17L,14,-0.4827,14,-0.5858,8,-1.3518,13,-0.6749,16,-0.3187,43,1.35566,27,0.62063
ENSG00000166780,BMERB1,233,-0.1521,365,0.70083,402,0.75674,460,0.99825,122,-1.1517,150,-0.8375,102,-1.5494
ENSG00000166783,MARF1,52,-0.5260,94,0.50893,86,0.28210,176,1.55943,37,-1.0551,31,-1.3060,41,-0.9994
ENSG00000072864,NDE1,28,1.49938,1,-3.8735,1,-3.3939,1,-3.5658,4,-1.5242,12,0.07519,29,2.03606
ENSG00000133393,FOPNL,33,0.02926,35,0.15154,37,0.23948,29,-0.1619,34,0.08905,38,0.27493,24,-0.4992
ENSG00000103489,XYLT1,39,0.71544,28,0.14094,39,0.70251,17,-0.6134,18,-0.5421,31,0.32762,15,-0.9234
ENSG00000134419,RPS15A,379,-0.5220,554,0.09716,401,-0.4325,496,-0.0965,776,0.64726,400,-0.4375,588,0.20832
ENSG00000170540,ARL6IP1,467,-0.0911,624,0.44678,735,0.66269,757,0.71279,336,-0.6146,384,-0.4030,261,-1.0998
ENSG00000157106,SMG1,90,1.16934,37,-0.3494,45,-0.0123,40,-0.2186,43,-0.0803,18,-1.4503,49,0.14944
ENSG00000170537,TMC7,18,0.13292,2,-3.2284,2,-2.6537,6,-1.5763,7,-1.3068,20,0.32237,46,2.43393
ENSG00000167186,COQ7,6,-1.1043,14,0.13791,18,0.56505,13,0.03594,12,-0.0603,12,-0.1417,13,0.04282
ENSG00000103528,SYT17,7,-1.3128,27,1.03959,26,0.79715,10,-0.7319,23,0.61572,12,-0.3951,6,-1.6007
ENSG00000006007,GDE1,68,-0.5819,89,-0.1837,112,0.20373,104,0.08350,91,-0.1378,98,-0.0134,119,0.34984
ENSG00000103540,CCP110,190,0.49007,38,-2.1372,56,-1.4246,123,-0.2194,85,-0.7960,171,0.31854,283,1.49573
ENSG00000103544,VPS35L,37,-0.0343,25,-0.7338,41,0.13450,35,-0.1080,23,-0.7597,41,0.14874,56,0.78276
ENSG00000103550,KNOP1,23,-0.0380,12,-1.0751,19,-0.3316,21,-0.1797,44,1.08565,14,-0.8218,32,0.62998
ENSG00000174628,IQCK,10,-0.8191,15,-0.1941,4,-1.9978,13,-0.4197,37,1.31459,12,-0.5178,24,0.58999
ENSG00000167191,GPRC5B,442,-0.3014,206,-1.6040,114,-2.3506,220,-1.3767,696,0.44087,722,0.50232,1096,1.55663
ENSG00000066654,THUMPD1,86,0.93940,37,-0.5220,55,0.17562,52,0.10179,29,-0.8129,65,0.45513,41,-0.3226
ENSG00000102897,LYRM1,23,-0.5892,33,0.02053,42,0.39348,43,0.42289,31,-0.0771,22,-0.6511,35,0.09943
ENSG00000103316,CRYM,35,-1.9290,255,1.54386,351,1.85758,96,-0.4155,27,-2.3373,67,-0.9647,17,-3.1131
ENSG00000197006,METTL9,107,-0.0441,143,0.51373,141,0.41637,150,0.52069,98,-0.1790,78,-0.5349,63,-0.9576
ENSG00000140740,UQCRC2,137,-0.3680,219,0.46345,291,0.88447,232,0.49340,101,-0.8303,110,-0.7087,120,-0.6369
ENSG00000185716,MOSMO,79,0.53037,57,-0.0063,103,0.98723,84,0.62409,30,-1.0055,64,0.16957,21,-1.6468
ENSG00000103319,EEF2K,8,-0.0863,14,0.96462,11,0.45985,8,-0.1181,11,0.47925,0,-5.1917,5,-0.8737
ENSG00000058600,POLR3E,15,-0.0939,15,-0.0317,13,-0.2708,11,-0.5657,16,0.03865,22,0.58770,16,0.08869
ENSG00000140743,CDR2,11,-0.5789,24,0.70779,30,0.94177,26,0.68518,13,-0.3592,4,-1.9684,9,-1.0147
ENSG00000122254,HS3ST2,202,0.72517,59,-1.3380,120,-0.1445,317,1.55557,32,-2.1353,341,1.70242,23,-2.7747
ENSG00000103404,USP31,12,-0.7004,16,-0.2866,18,-0.0824,26,0.56147,14,-0.4671,33,0.94398,17,-0.1864
ENSG00000168434,COG7,11,-0.1325,14,0.35901,11,-0.1305,15,0.38908,13,0.13641,11,-0.1126,8,-0.5647
ENSG00000103365,GGA2,43,1.40472,26,0.61733,28,0.64840,18,-0.0834,11,-0.7563,7,-1.4224,5,-2.0680
ENSG00000103356,EARS2,1,-2.3011,8,0.27928,12,1.01451,5,-0.2761,5,-0.5382,8,0.28277,6,-0.0922
ENSG00000103353,UBFD1,23,-0.2693,31,0.24617,40,0.60324,35,0.39109,16,-0.8752,32,0.22719,20,-0.5735
ENSG00000004779,NDUFAB1,142,-0.7360,340,0.81514,396,0.95346,301,0.47385,92,-1.3938,173,-0.4255,124,-1.0360
